Condition,ICD10,ICD10QF,SMRType,FinancialYear,HBT2014,HBT2014QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Acute Intoxication,F10.0,,SMR01,2007/08,S08000024,,106,93.7,54.7,,851,,754,,449,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2007/08,S08000025,,319.1,308.3,181.7,,66,,64,,38,,1
M&B - Acute Intoxication,F10.0,,SMR01,2007/08,S08000026,,262.6,250.3,168.6,,58,,55,,37,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2007/08,S08000027,,136.1,122.7,77.7,,534,,483,,310,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2007/08,S08000028,,99.7,99.7,61,,27,,27,,16,,1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000015,,293.9,250,137.3,,1074,,911,,503,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000016,,198.7,175.7,115.5,,212,,188,,124,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000017,,86.6,78.3,51.9,,130,,117,,78,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000018,,82.6,75.6,42.9,,294,,270,,154,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000019,,148.5,133.4,66,,421,,377,,186,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000020,,124.2,114.3,69.5,,706,,650,,401,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000021,,199.4,173.9,85.7,,2134,,1867,,945,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000022,,224.6,202.8,108.2,,704,,636,,337,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000023,,185.6,159.8,82.7,,1144,,979,,505,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000024,,112.3,98.9,53.6,,878,,777,,427,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000025,,312.3,280.6,168.3,,65,,58,,35,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000026,,290.8,260.5,138.8,,66,,59,,31,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000027,,147.9,138,86.4,,587,,548,,346,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2008/09,S08000028,,64.8,64.8,39.6,,18,,18,,11,,1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000015,,288.3,242.7,127.7,,1056,,884,,469,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000016,,150.9,142.3,88.2,,162,,153,,96,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000017,,75.4,71.1,41.8,,108,,102,,60,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000018,,98.3,90.4,50.3,,350,,322,,179,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000019,,152.6,128.2,63.7,,436,,366,,182,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000020,,107.2,100,58,,613,,574,,338,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000021,,186.8,168.1,80.5,,2003,,1810,,897,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000022,,200.9,174.5,89.6,,626,,542,,276,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000023,,144.1,127.6,69,,887,,785,,419,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000024,,93.1,80.4,42,,762,,661,,350,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000025,,296.5,279.2,151.3,,62,,58,,32,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000026,,167.2,163,132,,39,,38,,31,,1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000027,,129.5,120.4,73.6,,516,,481,,297,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2009/10,S08000028,,91.8,91.8,44.6,,26,,26,,13,,1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000015,,295.6,253.8,143.3,,1086,,930,,528,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000016,,152.6,143,94,,160,,150,,98,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000017,,80.1,74.8,43.3,,114,,107,,61,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000018,,74.7,68.4,36.6,,265,,244,,131,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000019,,98.3,88.1,45.1,,281,,252,,129,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000020,,109.4,101,56.4,,626,,580,,329,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000021,,222.9,194,91,,2407,,2103,,1006,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000022,,175.4,158.4,90.5,,553,,497,,281,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000023,,144.4,128.7,71.6,,913,,812,,451,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000024,,103,93.3,50.9,,851,,772,,432,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000025,,335.2,300,201.9,,69,,63,,43,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000026,,228.4,193,118.6,,53,,45,,28,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000027,,153,142.1,84.1,,614,,571,,340,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2010/11,S08000028,,41.9,41.9,23.5,,11,,11,,6,,1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000015,,340.7,285.6,149.7,,1246,,1044,,551,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000016,,186.3,167.4,102.3,,205,,185,,113,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000017,,111.6,104.5,56.7,,162,,151,,80,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000018,,138.2,125.2,68.9,,495,,449,,246,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000019,,119.1,105.3,63.2,,346,,306,,182,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000020,,120.1,108,60,,696,,630,,357,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000021,,328.6,276,133.6,,3569,,3005,,1479,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000022,,204.3,175.5,89.7,,645,,550,,277,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000023,,226.8,192.8,102,,1419,,1202,,634,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000024,,111,97.8,52,,920,,813,,444,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000025,,328.6,279.5,213.7,,70,,59,,45,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000026,,373.7,313.5,202.1,,86,,73,,47,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000027,,140.5,129.6,80.7,,566,,522,,328,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2011/12,S08000028,,185.8,166.2,92.4,,51,,46,,24,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000015,,280.3,240.8,134,,1030,,880,,491,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000016,,145.7,134.6,96.8,,156,,144,,101,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000017,,116.4,108,64.5,,172,,160,,93,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000018,,178.6,155.2,90,,646,,563,,328,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000019,,143.3,123.2,63.9,,424,,362,,187,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000020,,119.5,104,55.7,,685,,597,,325,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000021,,278.9,234.7,115.7,,3028,,2556,,1274,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000022,,170.2,153,87,,534,,480,,271,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000023,,186.8,158.8,84.8,,1182,,1000,,529,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000024,,125.2,110.1,62.4,,1051,,921,,533,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000025,,353.9,311.7,170.8,,77,,68,,37,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000026,,330.2,272.9,175.8,,76,,63,,40,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000027,,127.8,118.6,73.4,,522,,485,,304,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2012/13,S08000028,,281.5,262.5,126.2,,78,,72,,33,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000015,,232.8,206.3,113.5,,843,,747,,412,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000016,,174.1,154.3,96.8,,188,,167,,101,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000017,,131.3,122.2,66.7,,189,,176,,96,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000018,,199.2,172.8,94.9,,716,,623,,342,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000019,,171.1,140.7,74.1,,498,,407,,214,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000020,,129.7,114.8,63.9,,744,,660,,370,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000021,,224.1,190.8,91.7,,2425,,2075,,1011,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000022,,170.8,156,84,,547,,500,,263,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000023,,176.8,150,76.1,,1119,,951,,481,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000024,,137.2,118.1,65.3,,1154,,1000,,562,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000025,,319.2,294.4,187.6,,67,,62,,38,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000026,,274.9,243.7,164.6,,64,,57,,38,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000027,,135.9,125.1,77.3,,552,,510,,319,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2013/14,S08000028,,288.1,274.4,153.1,,81,,77,,41,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000015,,206.5,187,95.6,,753,,680,,350,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000016,,108.2,104.5,72.5,,117,,113,,78,,1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000017,,102.3,94.2,50.6,,155,,141,,75,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000018,,177.7,157,89.5,,638,,566,,325,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000019,,147.7,127.4,69,,437,,376,,205,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000020,,138.2,116.7,58.9,,804,,680,,350,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000021,,194.3,169,83.3,,2108,,1843,,921,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000022,,168.3,152.3,82.3,,539,,487,,262,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000023,,179.4,150.7,72.7,,1143,,958,,461,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000024,,127.2,110.8,57.5,,1086,,949,,501,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000025,,273,233.8,142,,57,,49,,30,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000026,,226.5,188.5,105.2,,53,,44,,25,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000027,,135.2,122.1,72,,553,,500,,297,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2014/15,S08000028,,205.5,195.6,93.9,,59,,56,,26,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000015,,190,164.8,82.5,,701,,605,,301,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000016,,121.4,109,62,,127,,116,,66,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000017,,103,87.9,49,,147,,127,,70,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000018,,201.6,170.6,92.8,,727,,617,,336,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000019,,126.4,110.4,59.8,,375,,327,,180,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000020,,134.6,117,67,,784,,682,,393,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000021,,203.3,177.7,84.2,,2202,,1934,,929,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000022,,143.3,134.7,72.5,,462,,434,,234,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000023,,165.5,142.1,70.1,,1059,,908,,442,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000024,,131.9,114.8,59.3,,1124,,979,,511,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000025,,251,212.8,129.3,,54,,45,,27,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000026,,216.7,208.3,138.7,,50,,48,,32,,1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000027,,116.1,106.7,58.5,,472,,435,,240,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2015/16,S08000028,,222.5,195.6,76.6,,63,,56,,21,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000015,,200.3,176.9,97.3,,731,,645,,357,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000016,,112,104.4,60.4,,119,,110,,63,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000017,,89.9,81.5,45.8,,134,,121,,67,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000018,,187.5,159.5,87.6,,684,,581,,319,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000019,,135.1,119.7,64.5,,408,,361,,196,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000020,,143.1,127.8,65.8,,826,,738,,382,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000021,,250.6,210.7,101.6,,2751,,2307,,1126,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000022,,135.3,124,68.3,,434,,397,,216,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000023,,147.6,130,67.7,,953,,840,,438,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000024,,116.6,102,55.1,,1004,,879,,480,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000025,,163.3,143.7,51.9,,37,,33,,12,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000026,,319.1,270.7,177.7,,73,,62,,41,,1.2
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000027,,114.5,104.7,63.5,,468,,429,,263,,1.1
M&B - Acute Intoxication,F10.0,,SMR01,2016/17,S08000028,,270.3,225.1,97.1,,72,,60,,23,,1.2
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S92000003,d,5.5,5,,:,279,,256,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S92000003,d,2.9,2.7,,:,152,,140,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S92000003,d,2.5,2.4,,:,128,,125,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S92000003,d,1.9,1.9,,:,100,,98,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S92000003,d,2,1.9,,:,103,,96,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S92000003,d,1.8,1.6,,:,92,,82,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2003/04,S92000003,d,1.7,1.6,,:,87,,83,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2004/05,S92000003,d,1.3,1.2,,:,63,,61,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2005/06,S92000003,d,1.1,1,,:,56,,54,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2006/07,S92000003,d,1.3,1.2,,:,68,,63,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2007/08,S92000003,d,1.5,1.4,0.9,,76,,72,,44,,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2008/09,S92000003,d,1.1,1.1,0.7,,58,,55,,33,,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2009/10,S92000003,d,1.3,1.3,0.8,,70,,68,,41,,1
M&B - Acute Intoxication,F10.0,,SMR04,2010/11,S92000003,d,1,1,0.6,,54,,54,,29,,1
M&B - Acute Intoxication,F10.0,,SMR04,2011/12,S92000003,d,1,0.9,0.6,,51,,50,,31,,1
M&B - Acute Intoxication,F10.0,,SMR04,2012/13,S92000003,d,0.7,0.6,0.4,,35,,32,,19,,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2013/14,S92000003,d,0.6,0.6,0.3,,34,,33,,16,,1
M&B - Acute Intoxication,F10.0,,SMR04,2014/15,S92000003,d,0.5,0.5,0.4,,28,,27,,20,,1
M&B - Acute Intoxication,F10.0,,SMR04,2015/16,S92000003,d,0.9,0.8,0.6,,50,,45,,31,,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000015,,5,4.7,,:,19,,18,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000016,,0.9,0.9,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000017,,3.4,3.4,,:,5,,5,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000018,,2.2,2.2,,:,8,,8,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000019,,1.2,1.2,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000020,,3.9,3.8,,:,22,,21,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000021,,3.9,3.8,,:,43,,42,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000022,,7.9,7.9,,:,24,,24,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000023,,0.6,0.6,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000024,,18.9,16.1,,:,143,,123,,,:,1.2
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000025,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000027,,1,1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1997/98,S08000028,,7.4,7.4,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000015,,1.3,1.3,,:,5,,5,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000016,,1,1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000017,,9.8,9.2,,:,15,,14,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000018,,2.8,2.8,,:,10,,10,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000019,,0.3,0.3,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000020,,1.6,1.6,,:,9,,9,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000021,,2,1.7,,:,22,,19,,,:,1.2
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000022,,5,4.6,,:,15,,14,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000023,,0.3,0.3,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000024,,7.7,7.2,,:,61,,57,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000025,,4.2,4.2,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000027,,1.7,1.4,,:,7,,6,,,:,1.2
M&B - Acute Intoxication,F10.0,,SMR04,1998/99,S08000028,,10.2,3.4,,:,,c,,c,,:,3
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000015,,4,4,,:,15,,15,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000016,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000017,,3.5,3.5,,:,5,,5,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000018,,1.9,1.9,,:,7,,7,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000019,,1.3,1.3,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000020,,2.3,2.3,,:,13,,13,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000021,,1.6,1.5,,:,19,,17,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000022,,5.8,5.9,,:,18,,18,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000023,,0.8,0.8,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000024,,4.5,4.4,,:,35,,34,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000025,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000027,,1.7,1.7,,:,7,,7,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,1999/00,S08000028,,3.5,3.5,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000015,,1.9,1.9,,:,7,,7,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000016,,3,3,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000017,,6.4,6.4,,:,9,,9,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000018,,1.1,1.1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000019,,1,1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000020,,2.1,2.1,,:,12,,12,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000021,,1.2,1.2,,:,14,,14,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000022,,4.6,4,,:,14,,12,,,:,1.2
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000023,,1.2,1.2,,:,8,,8,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000024,,2.3,2.3,,:,18,,18,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000025,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000027,,1.5,1.5,,:,6,,6,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2000/01,S08000028,,7.8,7.8,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000015,,1.5,1.5,,:,5,,5,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000016,,1,1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000017,,7.4,6.7,,:,11,,10,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000018,,0.6,0.6,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000019,,0.7,0.7,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000020,,2.1,1.9,,:,12,,11,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000021,,1,1,,:,11,,11,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000022,,4.2,3.5,,:,12,,10,,,:,1.2
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000023,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000024,,5.5,5.1,,:,43,,40,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000025,,4.8,4.8,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000027,,0.5,0.5,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2001/02,S08000028,,4.6,4.6,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000015,,1.9,1.9,,:,7,,7,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000016,,2.7,0.9,,:,,c,,c,,:,3
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000017,,4.3,4.3,,:,6,,6,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000018,,1.1,1.1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000019,,1,1,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000020,,2.3,1.6,,:,13,,9,,,:,1.4
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000021,,1.4,1.2,,:,14,,13,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000022,,4.7,4.4,,:,14,,13,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000023,,0.8,0.8,,:,5,,5,,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000024,,2.4,2.2,,:,20,,18,,,:,1.1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000025,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000026,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000027,,0.8,0.8,,:,,c,,c,,:,1
M&B - Acute Intoxication,F10.0,,SMR04,2002/03,S08000028,,0,0,0,,0,,0,,0,,0
M&B - Acute Intoxication,F10.0,,SMR04,2003/04,S08000015,,3.9,3.9,,:,15,,15,,,:,1
